timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,compensation_stock_options,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_most_recent_annual_yearly_raise,sign_on_relocation_assistance_total_value,company_review
2023-06-24 09:11:40.477000,USA,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director - Marketing,Masters or Equivalent,None,,6.0,170000.0,N/A (no overtime/salaried),17.5% usually more based on company performance,$10k,,Yearly RSU plan given with bonus. 25% vests every year for 4 years. ,401k match of 6%,"Various healthcare plans including PPO, HSAs etc. ",0.07,,
2023-06-27 01:20:59.996000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Lead Scientist,PhD or Equivalent,None,Data Science,6.0,175000.0,N/A (no overtime/salaried),26000.0,Not Applicable/None,,,9% 401k match,,Have not been long enough to have an annual yearly raise,,
2023-07-07 01:28:27.138000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,Scientist II,PhD or Equivalent,None,,3.0,141000.0,N/A (no overtime/salaried),0.12,14000.0,,None,401k match 5%,,0.045,,
2023-07-07 01:39:13.787000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Bachelors or Equivalent,None,,3.0,85000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,10000.0,401k match 6%,"Kaiser HMO, HSA contributions",0.01,,
2023-07-08 09:46:03.455000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist 1,PhD or Equivalent,None,,0.0,123000.0,N/A (no overtime/salaried),15500.0,Not Applicable/None,0.0,15000.0,"8% contribution from company, 1% match",Average coverage,Have not been long enough to have an annual yearly raise,70000.0,
2023-07-09 16:51:35.322000,USA,Boston ,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Scientist ,Masters or Equivalent,None,,10.0,160000.0,N/A (no overtime/salaried),35000.0,25000.0,0.0,,,,3.0,,
2023-07-12 12:26:18.720000,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Clinical Specialist,Bachelors or Equivalent,None,Process improvement and inspection readiness,2.0,100000.0,N/A (no overtime/salaried),20000.0,10000.0,,,,,Have not been long enough to have an annual yearly raise,,
2023-07-13 02:53:04.758000,usa,bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Scientist,Bachelors or Equivalent,None,"Associate Scientist - biophysics, structural bio, protein science. individual contributer, research/discovery focused some development",3.0,113000.0,N/A (no overtime/salaried),13560.0,5000.0,,ISO and RSU offered. ESPP with stock purchased at 15% discount on the lower price of initial date and purchase date,401K flat 4% contribution (no employee contribution required),"100% employer paid premium; HSA contribution of $2k annually if on HDHP (3K deductible, 5k oop)",Have not been long enough to have an annual yearly raise,,
2023-07-15 22:08:48.438000,USA,Boston ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Pharmacovigilance Operations Manager ,Bachelors or Equivalent,None,,5.0,165.0,N/A (no overtime/salaried),20.0,Not Applicable/None,,,,,0.03,,
2023-07-16 18:15:04.462000,USA,Boston,Pharmaceutical (including “big pharma”),BMS,Public,5000+,QC Analyst ,Bachelors or Equivalent,None,"Environmental monitoring, microbial identification, cell therapy, GMP ",0.0,72800.0,1.5x base,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-07-17 00:03:13.379000,USA,Boston,Pharmaceutical (including “big pharma”),Lyndra Therapeutics,Start-up,50-200,Scientist I,PhD or Equivalent,None,R&D ,0.0,105000.0,N/A (no overtime/salaried),11550.0,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,"struggling a lot, avoid avoid avoid "
2023-07-21 14:55:21.511000,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,"molecular cloning, assay development",7.0,89000.0,N/A (no overtime/salaried),4000.0,Not Applicable/None,0.0,"Sign-on option package, annual options awarded, ESPP",Up to 4% retirement match,"Several options for health, dental, vision, F/HSA at differing costs/deductibles",Company/Institution does not have annual yearly raise,,
2023-07-21 17:47:08.337000,USA,Boston,Pharmaceutical (including “big pharma”),Vertex Pharmaceuticals,Public,1000-5000,Computational Biology Intern,PhD or Equivalent,None,,0.0,104000.0,1.5x base,Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,5000.0,9/10
2023-07-21 21:56:41.833000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,CQV Consultant,Masters or Equivalent,None,Validation Engineering consultant(engineering firm)at a start up. Apply validation plan to assets and qualify ,3.0,130000.0,1x straight time,Not Applicable/None,Not Applicable/None,0.0,N/A,N/A,Cost of healthcare thru marketplace included in salary no group plan ,Have not been long enough to have an annual yearly raise,0.0,10/10 very small eng firm and small start up both great culture
2023-07-22 11:28:30.799000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Compliance Specialist,Masters or Equivalent,None,,2.0,100000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,,,6% match,,Have not been long enough to have an annual yearly raise,,
2023-07-25 01:32:30.896000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,,3.0,90000.0,N/A (no overtime/salaried),9000.0,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-07-28 13:45:38.907000,USA,Bay Area,Pharmaceutical (including “big pharma”),Joinn Biologics,Private,50-200,Sr. Scientist,Masters or Equivalent,None,,5.0,12700.0,N/A (no overtime/salaried),up to 10%,Not Applicable/None,0.0,0.0,401k match 1x up to 3% and 0.5 x up to 5%,"Health insurance paid for by company from UHC/Kaiser. HSA, FSA available. ",0.03,0.0,"3.5, Senior management plays favorites"
2023-07-30 07:37:40.579000,usa,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Sr. Scientist - Oversee small R&D team for construct optimization,3.0,168000.0,N/A (no overtime/salaried),25000.0,30000.0,0.0,NA,Standard,Standard,Have not been long enough to have an annual yearly raise,0.0,
2023-07-31 14:55:50.038000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Clinical Trial Associate,Masters or Equivalent,None,,5.0,118000.0,ACRP,0.12,4000.0,0.0,granted stock options upon joining and receive stock options every year,401K where they match 100% of the first 6%,Company pays 90%,0.035,6000.0,
2023-08-01 05:45:10.472000,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist 1,Masters or Equivalent,None,,0.0,88000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,1000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-08-01 19:27:29.559000,USA,New York City,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,"Two promotions above entry level ""associate scientist"" here",3.0,97000.0,N/A (no overtime/salaried),7275.0,Not Applicable/None,5000.0,,401k match of 4.5% if you contribute 6%,,4.0,,Pearl River Site probably the worst site lol
2023-08-03 15:49:33.770000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manager,Masters or Equivalent,PMP,Project manager specializing in mRNA/LNP therapeutics at CRO. Manage 2 junior scientists and lead team of 7.,9.0,125000.0,N/A (no overtime/salaried),12500.0,Not Applicable/None,0.0,0.0,(poor) 401k match,BCBS HDHP and PPO plans. HDHP is greatly subsidised (free for lowest tier). HSA contributions from employer.,0.1,,
2023-08-04 13:46:54.420000,USA,Boston/Cambridge,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Scientist,Masters or Equivalent,None,,1.0,100000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000.0,,Pension after 3 years of service ,,Have not been long enough to have an annual yearly raise,,
2023-08-06 09:52:17.801000,USA,"Columbus, OH",Pharmaceutical (including “big pharma”),Andelyn Biosciences,Start-up,200-1000,Scientist I,Bachelors or Equivalent,None,,1.0,63000.0,N/A (no overtime/salaried),1800.0,Not Applicable/None,,,401k match 3%,,3.0,,"Trying to grow too fast causing major growing pains, leadership is cliquey and disrespectful of those below them, no real training program, high turnover.... but salaries are competitive"
2023-08-10 15:32:57.486000,USA,Bay area,Pharmaceutical (including “big pharma”),Alkahest,Private,50-200,Scientist II,PhD or Equivalent,None,,3.0,149000.0,N/A (no overtime/salaried),30000.0,Not Applicable/None,10000.0,None,4% 401k match,Kaiser ,0.03,5000.0,"Decent place to work but after acquisition by grifols is less great, no longer a small start up vibe and much more bureaucracy "
2023-08-10 15:39:38.277000,USA,Boston,Pharmaceutical (including “big pharma”),Cambrex,Private,1000-5000,Microbiology Analyst,Bachelors or Equivalent,None,,5.0,39520.0,1.5x base after 40 hrs,0.02,Not Applicable/None,,,,,0.015,,
2023-08-12 20:20:45.063000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Manager,Bachelors or Equivalent,None,"Sr. Manager, MST. Tech transfer and process development. No direct reports.",12.0,155000.0,N/A (no overtime/salaried),26000.0,10000.0,5000.0,"Half options, half RSUs",401k match 100% up to 4%,,Have not been long enough to have an annual yearly raise,,"Very positive. Company values employees highly with very generous benefits package, hybrid WFH policy, transparency from leadership, collaborative work environment."
2023-08-13 16:46:31.235000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Engineer I,PhD or Equivalent,CSWP,,3.0,135000.0,N/A (no overtime/salaried),20250.0,35000.0,45000.0,,401K 4.5%,,Have not been long enough to have an annual yearly raise,25000.0,
2023-08-21 17:50:00.824000,USA,Bay Area ,Pharmaceutical (including “big pharma”),Nurix Therapeutics,Public,200-1000,Sr. Research Associate ,Masters or Equivalent,None,,6.0,121000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-08-26 03:25:48.845000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,Scientist - Downstream process development,6.0,110000.0,N/A (no overtime/salaried),11000.0,10000.0,,,6% 401k match plus additional 3% base,,3.15,,
2023-08-27 13:37:46.048000,usa,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Clinical Project Manager,Masters or Equivalent,None,Clinical Operations,5.0,125000.0,N/A (no overtime/salaried),18750.0,Not Applicable/None,,,,,0.155,,
2023-09-01 02:21:43.419000,USA,Boston,Pharmaceutical (including “big pharma”),Vertex,Public,5000+,Sr Packaging Engineer,Bachelors or Equivalent,None,,5.0,112500.0,N/A (no overtime/salaried),13500.0,40000.0,7500.0,,,,Have not been long enough to have an annual yearly raise,,
2023-09-20 20:31:13.783000,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist,Bachelors or Equivalent,None,"Upstream process development in CRO. Develop, optimize and troubleshoot SUB using CHO",8.0,145000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,5000.0,,"3% 401k match, company contributes 3% of salary towards retirement regardless of contributions","Free - 100% covered by company, FSA matching up to $3000",Have not been long enough to have an annual yearly raise,,
2023-09-21 15:22:01.579000,USA,San Diego,Pharmaceutical (including “big pharma”),Gilead,Public,5000+,Senior Manager of Engineering,Bachelors or Equivalent,None,,8.0,156000.0,N/A (no overtime/salaried),29000.0,30000.0,10000.0,40000.0,"15,000 match",,7.0,,
2023-09-22 01:13:37.248000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,,0.0,110000.0,N/A (no overtime/salaried),11000.0,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,9000.0,
2023-10-01 21:41:54.027000,USA,Seattle,Pharmaceutical (including “big pharma”),BMS,Public,5000+,Sr. Scientist,Masters or Equivalent,None,,5.0,150000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,35000.0,,,,3.0,,
2023-10-05 04:29:03.421000,USA,San Francisco ,Pharmaceutical (including “big pharma”),Tacit Therapeutics,Start-up,1-50,RA 1,Bachelors or Equivalent,None,Entry level research associate 1 with 3 years of internship industry experience. Building an RNA editing therapeutic platform. ,3.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,"Offered 15,000 shares or 0.1% of the company which is $40,000 of imaginary money ",No 401k matching. Only medical. ,Basic healthcare plan ,Have not been long enough to have an annual yearly raise,,"Interviewed with the company. Offer was rescinded due to me countering their offer by 12%. Somewhat unprofessional team. I reached out to prior employees and the story was consistent, the CEO was trigger happy with new hires/fires. They seemed disorganized, and I had never been penalized for standard negotiation tactics before. "
2023-10-08 00:15:15.239000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Manager,Masters or Equivalent,None,Manager - G&A function,5.0,130000.0,N/A (no overtime/salaried),17500.0,"10,000 in RSU",10000.0,,6% match 401k,Excellent healthcare benefits - approx $250 biweekly for family of 3. $500 deductible. BCBMA with national coverage. ,0.055,,
2023-10-08 22:12:37.645000,USA,New Jersey,Pharmaceutical (including “big pharma”),CQV Consulting Firm,Subsidiary,1000-5000,CQV Project Manager,Masters or Equivalent,None,,10.0,130000.0,1x ,Not Applicable/None,Not Applicable/None,0.0,,,,0.03,,
2023-10-17 16:40:50.288000,USA,Bay Area ,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr Scientist,Bachelors or Equivalent,None,,7.0,124500.0,N/A (no overtime/salaried),24500.0,Not Applicable/None,,,,,0.05,,
2023-10-21 00:22:46.478000,USA,Bosyon,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Scientist I,PhD or Equivalent,None,Scientist in Gene Editing,0.0,130000.0,N/A (no overtime/salaried),18000.0,Not Applicable/None,15000.0,Options fully vest over 3-4 years,3% match,~$90 monthly health insurance for single coverage,Have not been long enough to have an annual yearly raise,,
2023-10-22 22:10:07.449000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,"Assoc Dir, Supply",Masters or Equivalent,None,,5.0,200000.0,N/A (no overtime/salaried),40000.0,40000.0,10000.0,Employee-purchasing,401k match,,0.03,,
2023-10-23 22:47:31.595000,USA,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,,5.0,140000.0,N/A (no overtime/salaried),standard,standard,,,,,0.03,,
2023-10-26 21:47:40.263000,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist ,PhD or Equivalent,None,,8.0,189000.0,N/A (no overtime/salaried),38000.0,38000.0,50000.0,,,,5.0,,
2023-10-27 12:52:07.426000,USA,Bay Area,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,"Associate Director, Project and Portfolio Management",Masters or Equivalent,PMP,Clinical asset project manager,12.0,200000.0,N/A (no overtime/salaried),40000.0,1500.0,,,401k match,HSA contribution ,5.0,,
