timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,where_are_you_located,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,what_degrees_do_you_have,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equitystock_option,compensation_most_recent_annual_yearly_raise,compensation_sign_on_bonus_value,compensation_sign_on_stockequity_options,compensation_retirement_benefits,compensation_retirement_percent_match,compensation_healthcare_benefits,sign_on_relocation_assistance_total_value,company_review,work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback
2024-01-25 13:08:58.420000,,,"DC Metro Area (DC, VA, MD, DE)",Contract Testing Organization,Prefer not to say,Public,5000+,Senior Quality Specialist,Bachelors or Equivalent,None,Sr. Quality Specialist - Drive Quality improvement initiatives and maintain inspection readiness,7.0,88000.0,N/A (no overtime/salaried),7040.0,Not Applicable/None,4.0,4000.0,,401k match 100% of contribution up to 6%,,BCBS MA,,"Great company, great benefits, don't hate my job",30 - 35,
2024-01-25 04:39:34.011000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,200-1000,"Senior Director, Strategy and Operations","Masters or Equivalent, PhD or Equivalent",None,,10.0,265000.0,N/A (no overtime/salaried),66000.0,100000.0,3.0,60000.0,40000 Shares at ~$5/share at the time of hire,"$5K flat 401k match, $160 monthly wellness/electronics stipend",,$150 monthly HSA match: decent medical options via Kaiser,25000.0,"Great culture, but stock price has been crushed",41 - 45,
2024-01-24 21:16:14.695000,,,"New England (MA, CT, RI, NH, VT, ME)",cell therapy,Prefer not to say,Private,50-200,Scientist II,PhD or Equivalent,None,,2.0,130000.0,N/A (no overtime/salaried),0.125,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000.0,,401k 4% match,,"Medical PPO, dental $1500, vision",,"Promising technology with a viable path to the clinic. The management is just poor. Fresh out of academia, narcissists, expecting people to work overtime and weekends, rarely approve PTO. CSO came from the same lab. She was a postdoc and found herself a CSO overnight, and it shows. ",46 - 50,
2024-01-24 20:47:46.709000,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Scientist ,PhD or Equivalent,None,,8.0,117000.0,N/A (no overtime/salaried),16000.0,6000.0,5.0,,,401k,,,,,36 - 40,
2024-01-24 19:42:28.908000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,50-200,Scientist 1,PhD or Equivalent,None,,0.0,110000.0,N/A (no overtime/salaried),0.1,6500 shares,Have not been long enough to have an annual yearly raise,5000.0,N/A,0.03,,,,,36 - 40,
2024-01-24 13:56:24.227000,,,"South & Mountain West (TX to AZ, North to MT)",Industrial Biotech,Prefer not to say,Public,200-1000,Operational Quality Systems Specialist I,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,2.0,70000.0,1.5x base,7000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k match 3%,,,,,36 - 40,
2024-01-23 17:40:06.569000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Clinical Scientist II,PhD or Equivalent,None,,4.0,203000.0,N/A (no overtime/salaried),28500.0,Not Applicable/None,3.0,,,401k match of 10%,,,,Love my job and company.,30 - 35,
2024-01-22 22:29:24.383000,,,Canada,Industrial Biotech,Prefer not to say,Public,200-1000,Research Technician ,Bachelors or Equivalent,None,,1.0,60000.0,N/A (no overtime/salaried),3000.0,20000.0,0.16,0.0,40000.0,0.06,,Comprehensive,,,41 - 45,
2024-01-22 22:15:53.281000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Start-up,50-200,Research Associate,Bachelors or Equivalent,None,,2.0,75000.0,N/A (no overtime/salaried),7500.0,Not Applicable/None,3.0,0.0,7000 shares,401k (no matching),,Waiver - $200/month,,,36 - 40,
2024-01-22 20:06:50.753000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Scientist (R3),PhD or Equivalent,None,Protein engineering,1.0,141000.0,N/A (no overtime/salaried),21000.0,10000.0,4.0,20000.0,,6% 401k,,,,,36 - 40,
2024-01-22 15:53:29.447000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Pfizer,Public,5000+,QA Manager,Bachelors or Equivalent,None,Individual Contributor Role,10.0,115000.0,N/A (no overtime/salaried),15000.0,10000.0,4-5%,,,9.5 to 13.5% pending age and years,,,,,41 - 45,
2024-01-22 14:54:35.372000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Vertex,Private,1000-5000,Sr. Manager,PhD or Equivalent,None,Sr Manager - Analytical,10.0,160000.0,N/A (no overtime/salaried),25600.0,50000.0,0.08,10000.0,0.0,Partial match up to 6%,,,,Great company,41 - 45,
2024-01-22 12:53:59.507000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,RA,Bachelors or Equivalent,None,,2.0,85000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.06,0.0,NA,NA,,NA,,,Less than 30,
2024-01-22 10:27:59.782000,,,"Midwest (From OH to KS, North to ND)",Industrial Biotech,Prefer not to say,Start-up,1-50,Lab Tech,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,0.0,42000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,"401k Match,",, 80% insurance,0.0,,Less than 30,
2024-01-22 03:58:59.879000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Pfizer,Private,5000+,Sr manager,Masters or Equivalent,None,Sr manager procurement ,17.0,189000.0,N/A (no overtime/salaried),17.5,10-15k,4.5,0.0,None,Pension  for $16k contributed to 401k,,High deductible HSA,None,Dead growth feel like it’s a government job,Less than 30,"Good, you can add what the percentage of target bonus received annually (80%, 100%, 150%, 200% etc)"
2024-01-21 21:47:38.544000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,Associate ,Bachelors or Equivalent,None,,2.0,77000.0,N/A (no overtime/salaried),3500.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,,6% match ,,,,,36 - 40,
2024-01-21 07:07:55.779000,,,West Coast (California & Pacific Northwest),Regulatory Affairs,Prefer not to say,Public,5000+,Analyst ,Masters or Equivalent,None,,3.0,83500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,2.0,0.0,0.0,401k match 4%,,,,"Work with great people, fantastic supervisor, low stress, no complaints ",Less than 30,
2024-01-20 23:34:13.526000,,,"San Diego, CA",Medical/Health Devices,Prefer not to say,Public,5000+,Staff Scientist I,PhD or Equivalent,None,,7.0,141000.0,N/A (no overtime/salaried),169200.0,Not Applicable/None,3.0,20000.0,,6.0,,,,,41 - 45,
2024-01-20 23:26:29.857000,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Resilience,Private,1000-5000,Research Associate II,Masters or Equivalent,None,Downstream process development,2.0,84000.0,N/A (no overtime/salaried),Up to 10% base,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,6% base full match,,,,,41 - 45,
2024-01-20 16:14:36.054000,,,Germany,Big Pharmaceuticals,Prefer not to say,Public,5000+,MES Engineer,Masters or Equivalent,None,"Working with PLC, MES, ERP",2.0,58000.0,N/A (no overtime/salaried),9000.0,Not Applicable/None,4.0,,,N/A,,,,,41 - 45,
2024-01-20 15:13:35.937000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Regeneron,Private,5000+,Biotech Production Specialist,Bachelors or Equivalent,None,Downstream Manufacturing,3.0,66000.0,1.5x,0.08,5 stock options,0.08,0.0,15 restricted stock,401k,,$60 CDPH,10000.0,"Highly lead dependent, have had leads that made me work 50+ hours a week. and a lead who would try to make sure we would at max 40. Not my favorite with the leads who would over work us.",41 - 45,"Good, but I just want company compensation mostly for results and hours worked."
2024-01-20 01:15:00.976000,,,West Coast (California & Pacific Northwest),Contract Research Organization,Prefer not to say,Private,50-200,Senior Research Associate,Bachelors or Equivalent,None,SRA mAb downstream and conjugation process development and tech transfer ,7.0,98750.0,N/A (no overtime/salaried),4750.0,25000.0,3.0,0.0,10000.0,3% 401k match ,,Employee pays $0 out of pocket. Spouse/children are covered 80% by employer ,N/A,N/A,30 - 35,
2024-01-19 00:49:20.308000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Thermo Fisher Scientific,Public,5000+,Biosciences Account Manager,Bachelors or Equivalent,None,,4.0,103000.0,N/A (no overtime/salaried),44000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,4% 401k match,,$500 HSA employer contribution,"Dependent on distance, marriage status, and home ownership status",,36 - 40,
2024-01-18 19:35:04.666000,,,"South & Mountain West (TX to AZ, North to MT)",Contract Manufacturing Organization,Prefer not to say,Public,50-200,Proposal writer,"High School or Equivalent, Bachelors or Equivalent",None,Write proposals ,2.0,97000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,N/a,0.06,,Not great ,,,41 - 45,
2024-01-18 16:25:05.166000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Subsidiary,200-1000,Postdoctoral Fellow,PhD or Equivalent,None,,7.0,95000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,6% match,,,,,36 - 40,
2024-01-18 13:44:54.873000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Private,50-200,Senior Director,PhD or Equivalent,None,,10.0,250000.0,N/A (no overtime/salaried),62500.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,"No match, no pension",,,,,36 - 40,
2024-01-18 12:51:35.667000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Contract Manufacturing Organization,Prefer not to say,Public,200-1000,Sr. Supervisor,Bachelors or Equivalent,None,,12.0,127000.0,N/A (no overtime/salaried),12700.0,Not Applicable/None,3.0,,,5.0,,,5000.0,,51 - 60,
2024-01-18 12:02:13.368000,,,Singapore,Big Pharmaceuticals,Prefer not to say,Start-up,50-200,Research Assistant,Bachelors or Equivalent,None,"Designing, planning and executing lab experiments",3.0,50000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,CPF contribution according to Singapore laws,,,,,41 - 45,
2024-01-18 11:27:54.988000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Subsidiary,1000-5000,Research Associate,Bachelors or Equivalent,None,Elisa kit development,3.0,54000.0,N/A (no overtime/salaried),Not Applicable/None,5400.0,5.0,,,6% match,,,,,36 - 40,
2024-01-18 00:42:58.484000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,5000+,Sr Staff Engineer,PhD or Equivalent,None,Consumables R&D & functional manager,7.0,175000.0,N/A (no overtime/salaried),0.1,70000.0,0.04,0.0,16000.0,3% 401k match,,"Healthcare, dental, vision, life, disability",,,41 - 45,
2024-01-17 19:59:50.427000,,,West Coast (California & Pacific Northwest),Cell & Gene Therapy Materials,Prefer not to say,Private,50-200,Sr. Project Manager,Bachelors or Equivalent,None,"Sr. Project Manager - Manage revenue, project timeline and deliverables for 10-20 clients. Work with SME to execute MSA, SOW, and additional relevant documentation.",6.0,110000.0,N/A (no overtime/salaried),30000.0,Not Applicable/None,0.07,,,3% 401k match,,80-100% healthcare premium coverage depending on plan.,,,30 - 35,
2024-01-17 12:41:11.715000,,,"Pharma Central (NY, NJ, PA)",Food,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Individual contributor at senior scientist level,7.0,131000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5% raise at beginning of 2023,0.0,10000 options,3% 401k match,,100% individual healthcare,,,36 - 40,
2024-01-17 07:37:16.986000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Sanofi,Public,5000+,Quality Compliance Manager,Bachelors or Equivalent,None,,9.0,92000.0,N/A (no overtime/salaried),13000.0,Not Applicable/None,2.8,,,401k (9% match),,Option of Low Cost/high deductible or standard PPO with ,,Industry standard benefits. Compensation is lower than competitors generally. The company is a bit fragmented between all of its business units and sites across the globe. ,41 - 45,
2024-01-17 01:37:49.340000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,50-200,Buyer,High School or Equivalent,None,Procurement ,10.0,62000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,3% 401k,,,,,51 - 60,
2024-01-17 01:30:18.843000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Pfizer,Public,5000+,Principal Scientist,Masters or Equivalent,None,manufacturing lab support leading other junior scientists.,13.0,150000.0,N/A (no overtime/salaried),22500.0,10000.0,3.0,0.0,0.0,4.5% - 401k match (immediate vesting) and another 4.5% or more in another savings plan (3 years to vest),,,"10000 - split between mover full pack, cash, and tax assistance","Pfizer needs to globalize A LOT of their efforts. A lot of rework because each site and divisions have their own governance and endorsement structure. In general, Pfizer's rumors and reputation definitely is true. It is definitely a business first, science a distant second. Everything comes down to money. Townhalls are the purest form of pep rallys and no substance. Nepotism is rampant at the highest of levels. Development is openly encouraged but leadership simply dont know how to develop people. ",36 - 40,
2024-01-16 23:49:11.296000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Public,1000-5000,Senior Manager,Bachelors or Equivalent,None,,18.0,170000.0,N/A (no overtime/salaried),25500.0,90000.0,0.05,,,3% 401K match in stock,,,,,51 - 60,
2024-01-16 22:58:48.639000,,,"South & Mountain West (TX to AZ, North to MT)",Medical/Health Devices,Thermo Fisher Scientific ,Public,5000+,Scientist III ,PhD or Equivalent,None,Scientist - ran studies and prepared reports and slides,8.0,85000.0,N/A (no overtime/salaried),7000.0,Not Applicable/None,0.03,0.0,0.0,6% 401k match ,,,,,36 - 40,
2024-01-16 22:48:35.301000,,,"Midwest (From OH to KS, North to ND)",Contract Research Organization,Prefer not to say,Public,1000-5000,Lab Manager,Bachelors or Equivalent,PMP,,20.0,90000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,3% match,,,,,,
2024-01-16 22:04:57.045000,,,"Midwest (From OH to KS, North to ND)",Contract Research Organization,Thermo Fisher,Public,5000+,Associate Group Leader,"High School or Equivalent, Bachelors or Equivalent",None,,6.0,83000.0,N/A (no overtime/salaried),3000.0,Not Applicable/None,3.0,,,100% of first 6%,,,,,36 - 40,
2024-01-16 21:53:01.675000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Bristol Myers Squibb,Public,5000+,Associate Scientist,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent",None,,7.0,101000.0,N/A (no overtime/salaried),8080.0,Not Applicable/None,3.0,,,401k match 6%,,,,,,
2024-01-16 21:41:49.306000,,,Canada,Contract Research Organization,Prefer not to say,Private,50-200,Sr. Scientist,"Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,Sr. scientist - Team Lead and SME. Some managerial responsibilities. Team representative.,9.0,100000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,5.0,0.0,0.0,0.0,,"Life, disability, dental 80% copay, vision",,"Selfish careless management. Too busy as to look down at the bench and figure out the real issues why they are loosing clients. Recent layoff of about 40% of the lower level employees, none of the managerial roles where severed.",36 - 40,Great
2024-01-16 20:52:18.343000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Private,5000+,Senior Director,PhD or Equivalent,None,Lead group of 45 people,32.0,267000.0,N/A (no overtime/salaried),160000.0,Not Applicable/None,0.03,150000.0,0.0,5 pct 401k match,,Bcbs,0.0,,46 - 50,Great
2024-01-16 18:06:26.649000,,,West Coast (California & Pacific Northwest),Contract Manufacturing Organization,Prefer not to say,Start-up,1-50,Supplier Quality Engineer,Bachelors or Equivalent,None,Supplier Quality / Quality Systems,2.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,Yes,No,,Paid Health Insurance,2000.0,,Less than 30,
2024-01-16 17:28:40.529000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,"Protein purification, nonmanagment",6.0,90300.0,N/A (no overtime/salaried),7000.0,Not Applicable/None,0.04,0.0,,"401K w/ 75% match up to 6%, pension",,various options,3000.0,Varies wildly by department and manager,36 - 40,
