Timestamp,Email Address,Which country do you work in?,What City do you work in?,Which US state do you work in?,Which Canadian Province do you work in?,Company or Institution Name,Which of the following best describes your company?,Biotech sub industry?,Company Detail - Approximate Company Size,Provide a review and rate your company/institution and experience,"Work Life Balance - On average, how many hours do you work per week","What is your official job title?

This should match the title that was present on your offer letter. 

Some examples: Research Associate, Scientist, Scientist I/II/III, Senior Scientist, Principal Scientist, Manager, Lab Technician, VP, Director etc.

If your job title includes additional detail, please include e.g. Director of Bioinformatics","Which department best describes your role? If you can't find one that fits your specific role, select 'Other' and describe
",Briefly describe your position and responsibilities,"Do you work In-Person, Remote, or Hybrid?",How many days on average per week do you work from home?,What degrees do you have?,"How many total years of experience in post-docs do you have? (If none, enter 0)","List other relevant and recognized certifications
","Please enter your total years of experience in the field

DO NOT INCLUDE years in BSc, Masters, PhD, or post-bacc/post-doc",What currency will you be answering these questions in?,Are you a salaried or hourly employee,"If you are an hourly employee, how many hours per week do you work?","Annual Base Salary 

What is your annual BASE salary? Do not include bonus or stocks

If you are paid hourly, multiply by 2080 to convert to yearly (assuming you work 40hr/week)","Overtime Pay

How is overtime handled on a per hour basis? (1.5x base, 2x base, etc)","Annual Target Bonus in PERCENTAGE (%)

This should be stipulated prior to your employment. DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).","Commission

If you are compensated with commission how much is your commission? (Please indicate if answering in percentage or absolute monetary value)","Annual Equity/Stock Option

Please enter the grant/market value of your long-term incentive. Use the annualized amount if distributed over several years. Enter 0 if none or not applicable. 

DO NOT include equity when signing on or one-time equity bonuses","Most recent annual yearly raise (%)

Companies typically do yearly raises across the board for all employees. This is not to be confused with promotions or raises that were requested.
","[Sign on] Bonus Value
This is a one-time bonus you may have received when signing-on. This is not a bonus that reoccurs","[Sign on] Stock/Equity Options
Briefly describe sign on stock/equity options that is available","[Sign on] Relocation Assistance Total Value

This is the total value of the relocation assistance including but not limited to tax-true ups company may have paid, movers expenses, shipping of vehicles, temporary living, etc.","Retirement Benefits (free text)
Briefly describe retirement benefits. For example 401k match %, pension, etc","Healthcare Benefits (free text)
Describe healthcare benefits - costs, deductibles, outfamily plan, insurance provider, total out of pocket, HSA contributions, etc","Select the highest level of education that you have that's relevant to your occupation. If you have multiple (e.g. PhD + MD) please select ""Other"" and describe",How many years have you been working at this current position?,What currency will you be answering these quesitons in?,Survey feedback,"Any other type of annual bonus? Please describe.

 DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).
","How much of your bonus did you receive in the last cycle?

e.g. maybe your target bonus was 10%, but you actually got 8% this year. So here you would write ""8%""
"
1/15/2025 12:34:39,,United States,,North Carolina,,Prefer not to say,Private,Cell and Gene Therapy,50-200,Love the company and culture ,36 - 40,Scientist II,Research,Bioanalytical ,Hybrid,1,,0,,5,,Salaried,Not applicable,117000,N/A (no overtime/am salaried),10,No commission,7500,3%,4000,,,3% 401k match,"Variable options - overall satisfied
HSA, 2k employer contributions",PhD,1.5,USD - US dollar,,,
1/15/2025 12:34:29,,United States,,California,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Manager,Clinical,Biomarker Clinical Assay Lead,Hybrid,3,,0,,5,,Salaried,Not applicable,150000,N/A (no overtime/am salaried),15,No commission,0,Have not been long enough to have an annual yearly raise,10000,0,,"4.5% match, 5% additional 401k deposit for first 3 years",,PhD,1,USD - US dollar,,,
1/15/2025 12:28:25,,United States,,Georgia,,Vertex Pharmaceuticals,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Quality Assurance Manager,Quality,"Documentation, Training, and Process Excellence",Remote,5,,0,,6,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),14,No commission,45000,3,,,,4.5% 401k match traditional or ROTH,,Bachelors,3,USD - US dollar,,,
1/15/2025 12:21:56,,United States,,Pennsylvania,,WuXi,Private,Cell and Gene Therapy,200-1000,,36 - 40,Manager / Principal Scientist equivalent,Analytical Development,,In-Person,0,,1,"PMP, PE, RAPS, etc",5,,Salaried,Not applicable,99000,N/A (no overtime/am salaried),14,No commission,0,Have not been long enough to have an annual yearly raise,5000,0,0,6%,"Medical, Dental, HSA ($2k), disability, 2w maternity/paternity leave",PhD,1,USD - US dollar,Thanks for all the work you put in. Appreciate it. ,,
1/15/2025 12:09:22,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Process Development Associate Scientist,Operations,Process Development,Hybrid,2,,0,,3,,Hourly,40,95700,1.5x,10,No commission,5000,5%,,,,5% of salary + 100% matching up to 5%,,Masters,1,USD - US dollar,,,
1/15/2025 12:00:43,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Principal Clinical Imaging Scientist,Clinical,Oversee/support use of imaging and image analysis in clinical trials.,In-Person,2,,3,,8,,Salaried,Not applicable,260000,N/A (no overtime/am salaried),22,No commission,14000,3,,,5000,4% 401k match,,PhD,8,USD - US dollar,,,
1/15/2025 11:45:45,,United States,,California,,Prefer not to say,Private,Contract Manufacturing Organization,1-50,,46 - 50,Director of Research and Development,Research,"Develop molecular biology methods, source and manage vendor relationships, hire and manage scientists, collaborate with comp sci and automation. ",Hybrid,1,,0,,13,,Salaried,Not applicable,240000,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,0,"Early startup equity package, RSU, ~3% preseed",,401k no match,~$1000 monthly health insurance premium,PhD,1.5,USD - US dollar,,,
1/15/2025 11:38:14,,United States,,California,,Eurofins PSS,Public,Contract Research Organization,200-1000,"TLDR; 6.5/10 low pay, easy work, company culture is pretty detached from it's employees.

It's a CRO so your enjoyment will vary depending on what company they are having you provide their services to. I got lucky and work for Eli Lilly and work at their site so it's very calm but I have heard other sites can be just as nice or complete shit show depending on department (even at Lilly), so take that with a grain of salt. The pay is pretty shit, bonus is so low it might as well not even be a bonus. You can't really negotiate higher wages since their model is: higher fresh college grad, give them a couple years experience, they leave for a better role, repeat. 
Great for those just getting into industry with little to no experience with just a bachelor's!!!
But leave after 1-2 years especially if you can learn really useful skills and cross train. 

The Eurofins company culture is pretty cringe. They have you attend live (online) trainings and they assign like 20 of them you are expected to complete by the first 12 months. They have terrible trainings like positivity 1,2,3 where it's just them telling you ""Are you sad? Don't come to work sad then! :))))))"" on top of the weird productivity based trainings that don't really apply since you work at the client site not their labs so you can't make use of anything they say. 

Is it a bad job? No. Is it a long term job? No. Use it for experience then after 1-2 years try to get a nicer role around an RA 1-2 Level with a nice benefits and pay bump. ",41 - 45,Cell and Molecular Biologist,Research,"Mammalian cell culture, stable cell line generation, flow cytometry, plasmid cloning, plasmid isolation.",In-Person,0,,0,,3,,Hourly,40,55640,1.5x base,1,No commission,0,Have not been long enough to have an annual yearly raise,0,0,200,6% 401k match,"Many different plans at varying coverage from Kaiser or Blue Cross. You can qualify for a discount on insurance if you follow a set of guidelines. Eye and dental insurance available for really cheap. 
Overall healthcare is pretty good. I would go with the low deductible plan just in case something happens and you pay i little more each month but it's worth it. ",Bachelors,1,USD - US dollar,Great survey!,,
1/15/2025 11:34:47,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Senior scientist ,Research,Oncology R&D,In-Person,1,,15,,15,,Salaried,Not applicable,165000,N/A (no overtime/am salaried),15,No commission,0,2.5,,,,3% 401k match ,90% employer coverage PPO plan,Masters,3,USD - US dollar,,,
1/15/2025 11:27:36,,United States,,California,,Thermo Fisher Scientific,Public,Contract Manufacturing Organization,1000-5000,,36 - 40,Scientist III,Manufacturing,Manufacturing process validation and transfer. ,In-Person,0,,5,,7,,Salaried,Not applicable,100000,N/A (no overtime/am salaried),9,No commission,0,3,,,,,,PhD,4,USD - US dollar,,,
1/15/2025 11:24:29,,United States,,New Jersey,,BMS,Private,Pharmaceutical (including “big pharma”),5000+,3/5,36 - 40,Director of Commercialization Analytics,Analytical Development,"Forecasting and market research lead
",Hybrid,3,,0,Other:,8,,Salaried,Not applicable,208000,N/A (no overtime/am salaried),23,No commission,50000,3%,,,,401k match,HSA contributions ,Masters,2,USD - US dollar,,,
1/15/2025 11:21:16,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Scientist I,Research,Assay development ,Hybrid,1.5,,0,,2,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),8,No commission,0,4,,3000 options over 4 years,,4% 401k matching,,PhD,2,USD - US dollar,,,
1/15/2025 11:17:59,,United States,,North Carolina,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,R&D Specialist,Research,,Remote,5,,0,"PMP, PE, RAPS, etc",8,,Salaried,Not applicable,240000,N/A (no overtime/am salaried),0,No commission,3,3,,,,,,Masters,1,USD - US dollar,,,
1/15/2025 11:11:32,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,Great company to work at but they do build the company kind of like an inverted pyramid. Each week there seems to be some director or VP being hired but little to no RAs or senior RAs being hired to actually do the job. ,36 - 40,Senior Research Associate I,Research,In charge of oligo chemistry and production of oligos for research purposes,In-Person,0,,0,,4,,Salaried,Not applicable,93500,N/A (no overtime/am salaried),10,No commission,375,3,0,1200,0,3% 401K match,Blue Cross Blue Shield PPO,Bachelors,1,USD - US dollar,,,
1/15/2025 11:08:37,,United States,,New Jersey,,Legend Biotech ,Public,Cell and Gene Therapy,1000-5000,Very good but could be better,51 - 60,CAR-T Operations Associate ,Manufacturing,,In-Person,0,,0,Other:,4,,Hourly,40 hours,75000,1.5x base,6,No commission,0,Between 3%-4% twice a year,0,0,0,401k match of 4%,All,Bachelors,2.5,USD - US dollar,Very good,,
1/15/2025 11:03:34,,United States,,California,,Prefer not to say,Private,Contract Research Organization,1-50,,41 - 45,Senior Scientist,Research,,In-Person,0,,0,,10,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),20,No commission,0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,1,USD - US dollar,,,
1/15/2025 11:00:05,,Switzerland,Zürich,,,Prefer not to say,Public,Contract Research Organization,50-200,"4/5. High workload, everyone expected to work 120% all the time",41 - 45,Senior Scientific Project Manager,Contract Research,"Project Management, Product development, customer interaction...",Hybrid,2,,2,,8,,Salaried,Not applicable,120000,N/A (no overtime/am salaried),10,variable,0,Company/Institution does not have annual yearly raise,,,,,,PhD,2,CHF,Super useful!,,
1/15/2025 10:59:36,,United States,,California,,Prefer not to say,Private,Diagnostics,1-50,,41 - 45,Scientist II,Research,Product development ,In-Person,0,,0,,6,,Salaried,Not applicable,152000,N/A (no overtime/am salaried),0,No commission,0,3,,,,4% 401k match,HSA $150/mo,Masters,3,USD - US dollar,,,
1/15/2025 10:57:51,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,41 - 45,Clinical Science Director,Clinical,,Remote,4,,0,,8,,Salaried,Not applicable,220000,N/A (no overtime/am salaried),10,No commission,0,Have not been long enough to have an annual yearly raise,35000,"$100,000",0,401k match,,PhD,1,USD - US dollar,,,
1/15/2025 10:56:42,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,41 - 45,"Director, Head of Department",Research,"Toxicology, head of department",Remote,5,,3,,7,,Salaried,Not applicable,235000,N/A (no overtime/am salaried),20,No commission,100000,Have not been long enough to have an annual yearly raise,50000,200000,,4.50%,,PhD,1,USD - US dollar,,,
1/15/2025 10:35:21,,United States,,Massachusetts,,Prefer not to say,Private,Diagnostics,1-50,,36 - 40,Research Associate,Research,"Help design and optimize assays, automate processes using liquid handlers",In-Person,0,,0,,2,,Salaried,Not applicable,79000,N/A (no overtime/am salaried),0,No commission,0,3,,,2000,100% 401k match up to 4%,,Bachelors,2,USD - US dollar,,,
1/15/2025 10:32:53,,United States,,Massachusetts,,AstraZeneca,Public,Pharmaceutical (including “big pharma”),5000+,New employee,41 - 45,Principal Engineer,Research,Drug substance tech transfer,In-Person,1,,0,,11,,Salaried,Not applicable,170000,N/A (no overtime/am salaried),17.5,No commission,22100,Have not been long enough to have an annual yearly raise,0,0,0,6% 401k match,,PhD,0,USD - US dollar,,,
1/15/2025 10:25:07,,United States,,North Carolina,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Computational Biologist,Data Science / Bioinformatics,,In-Person,0,,0,,0,,Salaried,Not applicable,120000,N/A (no overtime/am salaried),12,No commission,17500,Have not been long enough to have an annual yearly raise,,,,5% 401k match,HSA,PhD,6 Months,USD - US dollar,,,
1/15/2025 10:21:27,,Canada,,,Ontario,Prefer not to say,Private,Contract Research Organization,50-200,2,36 - 40,Archivist,Administration,"Archive research records, biosamples, and other research assets. Also perform logistics work.",In-Person,0,,0,,7,,Salaried,Not applicable,60000,N/A (no overtime/am salaried),7.5,No commission,0,3,,,,Group Retirement Savings Plan with up to 3% match of salary from company,"Health and dental completely covered.
Life and long-term disability insurance 50% covered. Pet/vet supply purchasing at cost.",Bachelors,7,CAD - Canadian dollar,,,
1/15/2025 10:20:40,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,4.5/5,36 - 40,Senior Scientist,Research,,In-Person,0,,2,,4,,Salaried,Not applicable,137000,N/A (no overtime/am salaried),14,No commission,45000,3%,15000,,,401k 4.5% match ,,PhD,3.5,USD - US dollar,Good survey,,
1/15/2025 10:07:08,,United States,,Connecticut,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal scientist ,Research,Research ,In-Person,5,,4,,4,,Salaried,40,135000,N/A (no overtime/am salaried),15,No commission,0,3.40%,,,,,,PhD,4,USD - US dollar,,,
1/15/2025 10:02:31,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Medical Affairs and Communications lead,Medical Affairs,Medical affairs generalist - whatever is needed I do,Remote,5,,2,,20,,Salaried,Not applicable,400000,N/A (no overtime/am salaried),30,No commission,0,Have not been long enough to have an annual yearly raise,80000,0,0,4% match 401k,Standard plan,PhD,1,USD - US dollar,,,
1/15/2025 10:02:03,,United States,,New Jersey,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior scientist ,Analytical Development,"Develop gxp assays, lead for specific programs",In-Person,1,,0,,4,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),10,No commission,3000,3,10000,,,6% 401k match,,PhD,2,USD - US dollar,Improved from last year ,,
1/15/2025 9:58:47,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Clinical supply chain specialist,Clinical,,Hybrid,2,,0,,3,,Salaried,Not applicable,90000,N/A (no overtime/am salaried),10,No commission,25000,Have not been long enough to have an annual yearly raise,,ESPP at a 15% discount,,6%,,Bachelors,1,USD - US dollar,,,
1/15/2025 9:55:27,,United States,,New York,,ThermoFisher,Private,Biotech Equipment,5000+,"Wouldn’t join now since it is after its peak, good resume builder for early grads. A lot of middle management bloat",36 - 40,Field service engineer,Service and Support,Repair and maintain genetic analysis instrumentation ,Hybrid,1,,0,,5,,Hourly,40,68600,1.5,6,2,0,2,,,,Up to 6% match on 401k,HSA match,Bachelors,2,USD - US dollar,,,
1/15/2025 9:47:01,,United States,,Washington,,Prefer not to say,Private,Cell and Gene Therapy,200-1000,"Current company culture is not the best. Senior and middle leadership lack vision, operational competency, and accountability.",30 - 35,Scientist I,Research,Assay development for clinical trial sample analysis,In-Person,0,,0,,3,,Salaried,Not applicable,110000,N/A (no overtime/am salaried),10,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,100% 401k match up to 4%,"High deductible plan with $2500 deductible
Employer contributes $500 to my HSA",PhD, 1 year,USD - US dollar,,,
1/15/2025 9:45:59,,United States,,Wisconsin,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,30 - 35,Senior Manager Medical Writing,Regulatory,,Remote,5,,0,,8,,Salaried,Not applicable,186000,N/A (no overtime/am salaried),30,No commission,75000,4.5,10000,110000,0,401k match up to 6% salary,,PhD,3,USD - US dollar,,,
1/15/2025 9:44:20,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Senior Scientist ,Research,Medicinal Chemist ,Hybrid,3,,2,,4,,Salaried,Not applicable,150000,N/A (no overtime/am salaried),17.5,No commission,0,3,0,"40,000 Options vested over 4 years",0,3% 401k Match,,PhD,2,USD - US dollar,,,
1/15/2025 9:42:01,,United States,,Pennsylvania,,Prefer not to say,Private,Cell and Gene Therapy,1-50,"Decent, some quirks but nothing major.",36 - 40,Principal Scientist,Research,Pre-clinical Research and testing,In-Person,0,,5,,8,,Salaried,Not applicable,203000,N/A (no overtime/am salaried),7,No commission,0,5,0,0,,5%,Insurance,PhD,1,USD - US dollar,,,
1/15/2025 9:41:22,,United States,,Maryland,,Prefer not to say,Public,Industrial Biotech,1000-5000,4/5,30 - 35,Scientist 2,Analytical Development,"Develop assays, write reports, respond to regulatory agencies",In-Person,1,,0,,5,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),15,No commission,2500,4.5,0,34000,0,4.5% 401k match,"$1800/yr healthcare no deductible, all treatment costs $0. $20 appointment fee. No HSA. Cigna",Bachelors,3,USD - US dollar,Survey is good,,
1/15/2025 9:30:59,,United States,,Massachusetts,,Prefer not to say,Private,Startup Incubator,50-200,Fantastic Place to work. Probably the most supportive and interesting job I've ever held.,36 - 40,Associate Manager,Lab Operations,"Help run Lab operations in a shared biotech startup incubator space. Equipment Maintenance & Training, General Lab Ops, Team Management, Space Management",In-Person,0,,0,,15,,Salaried,Not applicable,91000,N/A (no overtime/am salaried),10,No commission,0,3,,,,"401k Match, 100% up to 6%","Blue Cross Blue Shield, No Premiums, Deductibles are Reimbursed. Optional FSA is Only Out of Pocket cost",Bachelors,4.5,USD - US dollar,,,
1/15/2025 9:29:46,,United States,,California,,Prefer not to say,Public,Cell and Gene Therapy,50-200,,46 - 50,Senior research associate ,Analytical Development,,Hybrid,1,,0,,6,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),10,No commission,3000,Have not been long enough to have an annual yearly raise,0,0,0,5,80 percent paid ,Bachelors,6 months ,USD - US dollar,,,
1/15/2025 9:28:26,,United States,,North Carolina,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,36 - 40,Director,Research,,In-Person,0,,0,,21,,Salaried,Not applicable,218000,N/A (no overtime/am salaried),22.5,No commission,0,4,,,,5% 401k match,,Bachelors,3,USD - US dollar,,,
1/15/2025 9:23:22,,United States,,North Carolina,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,36 - 40,Associate Scientist,Research,"Running & Designing experiments, interpreting data",In-Person,0,,0,,7,,Salaried,Not applicable,93500,N/A (no overtime/am salaried),10,No commission,0,3,,,,3.5% 401k match,no out of pocket for 1 person plan,Bachelors,2,USD - US dollar,,,
1/15/2025 9:21:58,,United States,,Missouri,,Prefer not to say,Academia/College/Universities,Academia/Research/Institution,5000+,"Great academic institution, everyone on the team is great. Landed job right after PhD, working remote from across the country. Enough spare time that I’m trying to land a side-gig in industry.",30 - 35,Staff Scientist,Research,Computational research for an academic team,Remote,5,,0,,0,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,PhD,0,USD - US dollar,,,
